@RELATION pacmanGameStates

@ATTRIBUTE pacmanX NUMERIC
@ATTRIBUTE pacmanY NUMERIC
@ATTRIBUTE directionPossible NUMERIC
@ATTRIBUTE ghostX NUMERIC
@ATTRIBUTE ghostY NUMERIC
@ATTRIBUTE nearestGhostDistance NUMERIC
@ATTRIBUTE minWidth NUMERIC
@ATTRIBUTE minHeight NUMERIC
@ATTRIBUTE maxWidth NUMERIC
@ATTRIBUTE maxHeight NUMERIC
@ATTRIBUTE directionTaken {0,1,2,3}
@ATTRIBUTE futureScore NUMERIC

@DATA
10.0,4.0,15.0,16.0,3.0,6.0,1.0,3.0,29.0,19.0,0,348.0
10.0,5.0,15.0,15.0,3.0,8.0,1.0,3.0,29.0,19.0,0,347.0
10.0,6.0,15.0,16.0,3.0,8.0,1.0,3.0,29.0,19.0,0,346.0
10.0,7.0,15.0,15.0,3.0,9.0,1.0,3.0,29.0,19.0,0,345.0
10.0,8.0,15.0,18.0,5.0,11.0,1.0,3.0,29.0,19.0,0,344.0
10.0,9.0,15.0,18.0,6.0,11.0,1.0,3.0,29.0,19.0,0,343.0
10.0,10.0,15.0,18.0,5.0,13.0,1.0,3.0,29.0,19.0,0,342.0
10.0,11.0,15.0,17.0,5.0,13.0,1.0,3.0,29.0,19.0,0,341.0
10.0,12.0,15.0,17.0,6.0,13.0,1.0,3.0,29.0,19.0,0,340.0
11.0,12.0,7.0,16.0,6.0,11.0,1.0,3.0,29.0,19.0,3,339.0
12.0,12.0,3.0,15.0,6.0,9.0,1.0,3.0,29.0,19.0,3,338.0
13.0,12.0,7.0,15.0,6.0,8.0,1.0,3.0,29.0,19.0,3,337.0
14.0,12.0,15.0,16.0,6.0,8.0,1.0,3.0,29.0,19.0,3,336.0
14.0,11.0,15.0,15.0,6.0,6.0,1.0,3.0,29.0,19.0,1,335.0
14.0,10.0,15.0,15.0,6.0,5.0,1.0,3.0,29.0,19.0,1,334.0
14.0,9.0,14.0,15.0,6.0,4.0,1.0,3.0,29.0,19.0,1,333.0
14.0,8.0,15.0,15.0,6.0,3.0,1.0,3.0,29.0,19.0,1,332.0
14.0,7.0,14.0,16.0,6.0,3.0,1.0,3.0,29.0,19.0,1,331.0
14.0,6.0,15.0,15.0,6.0,1.0,1.0,3.0,29.0,19.0,1,530.0
15.0,6.0,3.0,18.0,5.0,5.0,1.0,3.0,29.0,19.0,3,529.0
16.0,6.0,3.0,18.0,4.0,5.0,1.0,3.0,29.0,19.0,3,528.0
17.0,6.0,7.0,19.0,4.0,3.0,1.0,3.0,29.0,19.0,3,527.0
18.0,6.0,7.0,18.0,4.0,3.0,1.0,3.0,29.0,19.0,3,526.0
19.0,6.0,7.0,19.0,4.0,3.0,1.0,3.0,29.0,19.0,3,525.0
19.0,5.0,15.0,18.0,4.0,1.0,1.0,3.0,29.0,19.0,1,524.0
19.0,4.0,15.0,18.0,5.0,3.0,1.0,3.0,29.0,19.0,1,523.0
19.0,3.0,11.0,18.0,6.0,5.0,1.0,3.0,29.0,19.0,1,522.0
18.0,3.0,11.0,17.0,6.0,3.0,1.0,3.0,29.0,19.0,2,521.0
17.0,3.0,11.0,17.0,5.0,1.0,1.0,3.0,29.0,19.0,0,521.0
1.0,18.0,5.0,5.0,9.0,13.0,1.0,3.0,29.0,19.0,1,-1.0
1.0,18.0,5.0,4.0,9.0,12.0,1.0,3.0,29.0,19.0,1,-2.0
1.0,18.0,5.0,4.0,10.0,11.0,1.0,3.0,29.0,19.0,1,-3.0
1.0,18.0,5.0,5.0,10.0,12.0,1.0,3.0,29.0,19.0,1,-4.0
2.0,18.0,3.0,5.0,10.0,11.0,1.0,3.0,29.0,19.0,3,-5.0
3.0,18.0,3.0,5.0,10.0,10.0,1.0,3.0,29.0,19.0,3,-6.0
4.0,18.0,3.0,5.0,10.0,9.0,1.0,3.0,29.0,19.0,3,-7.0
5.0,18.0,3.0,5.0,9.0,9.0,1.0,3.0,29.0,19.0,3,-8.0
4.0,18.0,3.0,6.0,9.0,11.0,1.0,3.0,29.0,19.0,2,-9.0
3.0,18.0,3.0,6.0,8.0,13.0,1.0,3.0,29.0,19.0,2,-10.0
2.0,18.0,3.0,1.0,7.0,12.0,1.0,3.0,29.0,19.0,2,-11.0
1.0,18.0,5.0,1.0,6.0,12.0,1.0,3.0,29.0,19.0,2,-12.0
1.0,17.0,12.0,1.0,5.0,12.0,1.0,3.0,29.0,19.0,1,-13.0
1.0,16.0,13.0,2.0,5.0,12.0,1.0,3.0,29.0,19.0,1,-14.0
2.0,16.0,7.0,2.0,5.0,11.0,1.0,3.0,29.0,19.0,3,-15.0
3.0,16.0,7.0,3.0,5.0,11.0,1.0,3.0,29.0,19.0,3,-16.0
4.0,16.0,7.0,4.0,7.0,9.0,1.0,3.0,29.0,19.0,3,-17.0
4.0,15.0,15.0,5.0,7.0,9.0,1.0,3.0,29.0,19.0,1,-18.0
4.0,14.0,11.0,5.0,8.0,7.0,1.0,3.0,29.0,19.0,1,-19.0
3.0,14.0,11.0,6.0,8.0,9.0,1.0,3.0,29.0,19.0,2,-20.0
2.0,14.0,11.0,6.0,9.0,9.0,1.0,3.0,29.0,19.0,2,-21.0
1.0,14.0,13.0,6.0,10.0,9.0,1.0,3.0,29.0,19.0,2,-22.0
1.0,14.0,13.0,6.0,10.0,9.0,1.0,3.0,29.0,19.0,2,-23.0
1.0,13.0,12.0,5.0,10.0,7.0,1.0,3.0,29.0,19.0,1,-24.0
1.0,12.0,13.0,5.0,9.0,7.0,1.0,3.0,29.0,19.0,1,-25.0
1.0,11.0,12.0,5.0,8.0,7.0,1.0,3.0,29.0,19.0,1,-26.0
1.0,10.0,12.0,5.0,7.0,7.0,1.0,3.0,29.0,19.0,1,-27.0
1.0,9.0,12.0,4.0,7.0,5.0,1.0,3.0,29.0,19.0,1,-28.0
1.0,8.0,12.0,5.0,7.0,5.0,1.0,3.0,29.0,19.0,1,-29.0
1.0,7.0,12.0,4.0,7.0,3.0,1.0,3.0,29.0,19.0,1,-30.0
1.0,6.0,13.0,2.0,4.0,3.0,1.0,3.0,29.0,19.0,1,-31.0
1.0,5.0,13.0,2.0,3.0,3.0,1.0,3.0,29.0,19.0,1,-32.0
1.0,4.0,13.0,1.0,3.0,1.0,1.0,3.0,29.0,19.0,1,167.0
1.0,3.0,9.0,2.0,3.0,1.0,1.0,3.0,29.0,19.0,1,366.0
1.0,3.0,9.0,4.0,5.0,5.0,1.0,3.0,29.0,19.0,1,365.0
1.0,3.0,9.0,4.0,6.0,6.0,1.0,3.0,29.0,19.0,1,364.0
1.0,3.0,9.0,3.0,6.0,5.0,1.0,3.0,29.0,19.0,1,363.0
1.0,4.0,13.0,3.0,6.0,4.0,1.0,3.0,29.0,19.0,0,362.0
2.0,4.0,15.0,3.0,6.0,3.0,1.0,3.0,29.0,19.0,3,361.0
3.0,4.0,15.0,4.0,6.0,3.0,1.0,3.0,29.0,19.0,3,360.0
4.0,4.0,15.0,4.0,7.0,3.0,1.0,3.0,29.0,19.0,3,359.0
4.0,5.0,15.0,5.0,7.0,3.0,1.0,3.0,29.0,19.0,0,358.0
4.0,6.0,15.0,5.0,7.0,2.0,1.0,3.0,29.0,19.0,0,557.0
4.0,7.0,15.0,9.0,9.0,8.0,1.0,3.0,29.0,19.0,0,556.0
4.0,8.0,15.0,10.0,9.0,6.0,1.0,3.0,29.0,19.0,0,555.0
5.0,8.0,15.0,9.0,9.0,6.0,1.0,3.0,29.0,19.0,3,554.0
6.0,8.0,14.0,9.0,10.0,6.0,1.0,3.0,29.0,19.0,3,553.0
