@RELATION pacmanGameStates

@ATTRIBUTE pacmanX NUMERIC
@ATTRIBUTE pacmanY NUMERIC
@ATTRIBUTE directionPossible NUMERIC
@ATTRIBUTE ghostX NUMERIC
@ATTRIBUTE ghostY NUMERIC
@ATTRIBUTE nearestGhostDistance NUMERIC
@ATTRIBUTE minWidth NUMERIC
@ATTRIBUTE minHeight NUMERIC
@ATTRIBUTE maxWidth NUMERIC
@ATTRIBUTE maxHeight NUMERIC
@ATTRIBUTE directionTaken {0,1,2,3}
@ATTRIBUTE futureScore NUMERIC

@DATA
10.0,13.0,14.0,8.0,12.0,3.0,1.0,3.0,19.0,15.0,0,184.0
10.0,12.0,11.0,8.0,13.0,3.0,1.0,3.0,19.0,15.0,1,183.0
10.0,13.0,14.0,9.0,13.0,1.0,1.0,3.0,19.0,15.0,0,382.0
9.0,13.0,15.0,6.0,6.0,10.0,1.0,3.0,19.0,15.0,2,381.0
9.0,14.0,7.0,5.0,6.0,12.0,1.0,3.0,19.0,15.0,0,380.0
8.0,14.0,7.0,6.0,6.0,10.0,1.0,3.0,19.0,15.0,2,379.0
7.0,14.0,3.0,5.0,6.0,10.0,1.0,3.0,19.0,15.0,2,378.0
6.0,14.0,3.0,4.0,6.0,10.0,1.0,3.0,19.0,15.0,2,377.0
5.0,14.0,3.0,4.0,6.0,9.0,1.0,3.0,19.0,15.0,2,376.0
4.0,14.0,3.0,3.0,6.0,9.0,1.0,3.0,19.0,15.0,2,375.0
3.0,14.0,7.0,4.0,6.0,9.0,1.0,3.0,19.0,15.0,2,374.0
3.0,13.0,14.0,4.0,7.0,7.0,1.0,3.0,19.0,15.0,1,373.0
3.0,12.0,14.0,3.0,7.0,5.0,1.0,3.0,19.0,15.0,1,372.0
3.0,11.0,14.0,3.0,6.0,5.0,1.0,3.0,19.0,15.0,1,371.0
3.0,10.0,15.0,2.0,6.0,5.0,1.0,3.0,19.0,15.0,1,370.0
3.0,9.0,15.0,2.0,6.0,4.0,1.0,3.0,19.0,15.0,1,369.0
3.0,8.0,15.0,2.0,5.0,4.0,1.0,3.0,19.0,15.0,1,368.0
3.0,7.0,15.0,1.0,5.0,4.0,1.0,3.0,19.0,15.0,1,367.0
3.0,6.0,15.0,1.0,5.0,3.0,1.0,3.0,19.0,15.0,1,366.0
3.0,5.0,15.0,1.0,6.0,3.0,1.0,3.0,19.0,15.0,1,365.0
3.0,6.0,15.0,1.0,5.0,3.0,1.0,3.0,19.0,15.0,0,364.0
3.0,5.0,15.0,1.0,4.0,3.0,1.0,3.0,19.0,15.0,1,363.0
3.0,4.0,15.0,2.0,4.0,1.0,1.0,3.0,19.0,15.0,1,562.0
2.0,4.0,15.0,17.0,6.0,17.0,1.0,3.0,19.0,15.0,2,561.0
3.0,4.0,15.0,18.0,6.0,17.0,1.0,3.0,19.0,15.0,3,560.0
4.0,4.0,15.0,18.0,6.0,16.0,1.0,3.0,19.0,15.0,3,559.0
5.0,4.0,15.0,18.0,7.0,16.0,1.0,3.0,19.0,15.0,3,558.0
6.0,4.0,15.0,17.0,7.0,14.0,1.0,3.0,19.0,15.0,3,557.0
7.0,4.0,15.0,16.0,7.0,12.0,1.0,3.0,19.0,15.0,3,556.0
8.0,4.0,14.0,16.0,7.0,11.0,1.0,3.0,19.0,15.0,3,555.0
8.0,3.0,11.0,16.0,6.0,11.0,1.0,3.0,19.0,15.0,1,554.0
9.0,3.0,3.0,16.0,6.0,10.0,1.0,3.0,19.0,15.0,3,553.0
10.0,3.0,11.0,16.0,7.0,10.0,1.0,3.0,19.0,15.0,3,552.0
10.0,4.0,13.0,17.0,7.0,10.0,1.0,3.0,19.0,15.0,0,551.0
10.0,5.0,13.0,17.0,7.0,9.0,1.0,3.0,19.0,15.0,0,550.0
10.0,6.0,5.0,18.0,7.0,9.0,1.0,3.0,19.0,15.0,0,549.0
11.0,6.0,7.0,17.0,7.0,7.0,1.0,3.0,19.0,15.0,3,548.0
12.0,6.0,7.0,17.0,6.0,5.0,1.0,3.0,19.0,15.0,3,547.0
13.0,6.0,7.0,17.0,7.0,5.0,1.0,3.0,19.0,15.0,3,546.0
14.0,6.0,15.0,17.0,6.0,3.0,1.0,3.0,19.0,15.0,3,545.0
15.0,6.0,15.0,16.0,6.0,1.0,1.0,3.0,19.0,15.0,0,545.0
1.0,3.0,9.0,2.0,8.0,6.0,1.0,3.0,8.0,11.0,0,-1.0
1.0,4.0,13.0,1.0,9.0,5.0,1.0,3.0,8.0,11.0,0,-2.0
1.0,5.0,13.0,1.0,8.0,3.0,1.0,3.0,8.0,11.0,0,-3.0
1.0,6.0,13.0,1.0,9.0,3.0,1.0,3.0,8.0,11.0,0,96.0
1.0,7.0,13.0,1.0,9.0,2.0,1.0,3.0,8.0,11.0,0,95.0
1.0,8.0,13.0,2.0,9.0,1.0,1.0,3.0,8.0,11.0,0,194.0
1.0,9.0,13.0,2.0,8.0,2.0,1.0,3.0,8.0,11.0,0,193.0
2.0,9.0,15.0,2.0,7.0,2.0,1.0,3.0,8.0,11.0,3,192.0
2.0,8.0,15.0,2.0,7.0,1.0,1.0,3.0,8.0,11.0,1,391.0
2.0,7.0,15.0,3.0,8.0,2.0,1.0,3.0,8.0,11.0,1,390.0
2.0,8.0,15.0,3.0,8.0,2.0,1.0,3.0,8.0,11.0,0,389.0
